route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,jp_trip_desc,jp_trip_desc_symbol,jp_office_id
dentetsu_1_1092_2_20260314,dentetsu_1_1_20260314,dentetsu_1_101000304_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_1_20260314,dentetsu_1_101000108_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_1_20260314,dentetsu_1_101000221_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_1_20260314,dentetsu_1_101000423_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_1_20260314,dentetsu_1_101000268_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_1_20260314,dentetsu_1_101000275_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_1_20260314,dentetsu_1_101000295_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_1_20260314,dentetsu_1_101000002_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_1_20260314,dentetsu_1_101000440_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_1_20260314,dentetsu_1_101000278_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_1_20260314,dentetsu_1_101000168_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_1_20260314,dentetsu_1_101000768_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_1_20260314,dentetsu_1_101000315_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_1_20260314,dentetsu_1_101000106_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_1_20260314,dentetsu_1_101000235_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_1_20260314,dentetsu_1_101000142_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_1_20260314,dentetsu_1_101000170_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_2_20260314,dentetsu_2_201000125_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_2_20260314,dentetsu_2_201000121_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_2_20260314,dentetsu_2_201000117_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_2_20260314,dentetsu_2_201000203_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_2_20260314,dentetsu_2_201000056_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_2_20260314,dentetsu_2_201000205_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_2_20260314,dentetsu_2_201000308_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_2_20260314,dentetsu_2_201000058_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_2_20260314,dentetsu_2_201000107_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_2_20260314,dentetsu_2_201000082_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_2_20260314,dentetsu_2_201000075_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_2_20260314,dentetsu_2_201000142_20260314,蓮台寺入口,,,,,,,1
